"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",113,5,113,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",114,5,114,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",115,5,115,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",116,5,116,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",119,6,119,18,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",120,5,120,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",121,5,121,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",123,5,123,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",124,5,124,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",125,5,125,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",127,5,127,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",128,5,128,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",129,5,129,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",132,5,132,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",133,5,133,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",134,5,134,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",137,5,137,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",138,5,138,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",139,5,139,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",144,5,144,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",145,5,145,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",146,5,146,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",149,5,149,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",150,5,150,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",151,5,151,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",153,5,153,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",154,5,154,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",155,5,155,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",157,5,157,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",158,5,158,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",159,5,159,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",160,5,160,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",161,5,161,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",162,5,162,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",165,5,165,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",166,5,166,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",167,5,167,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",168,5,168,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",170,5,170,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",172,5,172,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",174,5,174,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",176,5,176,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",178,5,178,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",179,5,179,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",181,5,181,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",182,5,182,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",185,5,185,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",186,5,186,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",187,5,187,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",188,5,188,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",189,5,189,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",190,5,190,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",191,5,191,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",194,5,194,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",195,5,195,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",196,5,196,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",197,5,197,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",198,5,198,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",201,5,201,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",204,5,204,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",207,5,207,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",210,5,210,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
"AnnotationsNamingConventions","pmd",4,"Recommended,CodeStyle,Apex","project/unpackaged/classes/PDMS_CNTRL_CoreDetails.cls",213,5,213,17,"The annotation @auraEnabled should be in PascalCase: @AuraEnabled","https://docs.pmd-code.org/pmd-doc-7.21.0/pmd_rules_apex_codestyle.html#annotationsnamingconventions"
